id,time,comp_id,job_title,job_salary,job_address,job_work_year,job_temptation,skill_set
565,2021-01-01/01/21,79,Intermediate Automation QA Analyst,60k-75k,"Mississauga, ON",0-1,[],"[{""level"": ""strong"", ""skill"": ""communication""}, {""level"": ""strong"", ""skill"": ""written""}, {""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""proficient"", ""skill"": ""python""}]"
566,2021-01-01/01/21,79,Resource Management Analyst,60k-75k,"Mississauga, ON",unlimited,[],"[{""level"": ""strong"", ""skill"": ""problem-solving""}, {""level"": ""know"", ""skill"": ""visualization""}, {""level"": ""strong"", ""skill"": ""quantitativeresearch""}, {""level"": ""know"", ""skill"": ""sql""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}, {""level"": ""experience"", ""skill"": ""powerbi""}]"
567,2021-01-01/01/21,79,Client Account Analyst,60k-75k,"Toronto, ON",3-5,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""strong"", ""skill"": ""quantitativeresearch""}, {""level"": ""know"", ""skill"": ""sql""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}, {""level"": ""experience"", ""skill"": ""powerbi""}]"
568,2021-01-01/01/21,79,Client Account Analyst,60k-75k,"Toronto, ON",1-3,[],"[{""level"": ""strong"", ""skill"": ""problem-solving""}, {""level"": ""know"", ""skill"": ""non-relationaldatabases""}, {""level"": ""strong"", ""skill"": ""interpersonal""}, {""level"": ""strong"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""sql""}]"
569,2021-01-01/01/21,79,Application Support Intermediate Analyst,60k-75k,"Mississauga, ON",1-3,[],"[{""level"": ""strong"", ""skill"": ""communication""}, {""level"": ""strong"", ""skill"": ""written""}, {""level"": ""understand"", ""skill"": ""reimbursementaccessenvironment""}, {""level"": ""experience"", ""skill"": ""excel""}, {""level"": ""experience"", ""skill"": ""tableau""}, {""level"": ""strong"", ""skill"": ""planning""}]"
570,2021-01-01/01/21,79,Data Engineering Analyst - C12 AVP,60k-75k,"Mississauga, ON",1-3,[],"[{""level"": ""familiar"", ""skill"": ""datamapping""}, {""level"": ""experience"", ""skill"": ""stata""}, {""level"": ""strong"", ""skill"": ""quantitativeresearch""}, {""level"": ""know"", ""skill"": ""sql""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}, {""level"": ""experience"", ""skill"": ""powerbi""}]"
571,2021-01-01/01/21,79,Data Engineering Analyst - C12 AVP,60k-75k,"Mississauga, ON",3-5,[],"[{""level"": ""know"", ""skill"": ""visualization""}, {""level"": ""know"", ""skill"": ""non-relationaldatabases""}, {""level"": ""strong"", ""skill"": ""interpersonal""}, {""level"": ""strong"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""sql""}]"
572,2021-01-01/01/21,79,Data Engineering Analyst - C12 AVP,60k-75k,"Mississauga, ON",1-3,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""proficient"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""quantitativeresearch""}, {""level"": ""know"", ""skill"": ""sql""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}, {""level"": ""experience"", ""skill"": ""powerbi""}]"
573,2021-01-01/01/21,79,Data Engineering Analyst - C12 AVP,60k-75k,"Mississauga, ON",5-7,[],"[{""level"": ""experience"", ""skill"": ""analyzingdata""}, {""level"": ""strong"", ""skill"": ""excel""}, {""level"": ""experience"", ""skill"": ""projectmanagemen""}, {""level"": ""strong"", ""skill"": ""interpersonal""}, {""level"": ""excellent"", ""skill"": ""organizational""}, {""level"": ""strong"", ""skill"": ""analytical""}]"
574,2021-01-01/01/21,79,"Data Warehouse\/Data Quality Senior Analyst, VP - Ontario\/Mississauga",80k-80k,"Mississauga, ON",1-3,[],"[{""level"": ""know"", ""skill"": ""visualization""}, {""level"": ""excellent"", ""skill"": ""teamwork""}, {""level"": ""specialist"", ""skill"": ""excel""}]"
575,2021-01-01/01/21,79,Business Analyst - Payments,80k-80k,"Mississauga, ON",0-1,[],"[{""level"": ""experience"", ""skill"": ""excel""}, {""level"": ""strong"", ""skill"": ""communication""}, {""level"": ""strong"", ""skill"": ""written""}]"
576,2021-01-01/01/21,79,Business Analyst - Payments,80k-80k,"Mississauga, ON",graduate,[],"[{""level"": ""excellent"", ""skill"": ""interpersonal""}, {""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""specialist"", ""skill"": ""excel""}]"
577,2021-01-01/01/21,79,Business Analyst - Payments,80k-80k,"Mississauga, ON",0-1,[],"[{""level"": ""excellent"", ""skill"": ""interpersonal""}, {""level"": ""experience"", ""skill"": ""stata""}, {""level"": ""strong"", ""skill"": ""quantitativeresearch""}, {""level"": ""know"", ""skill"": ""sql""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}, {""level"": ""experience"", ""skill"": ""powerbi""}]"
578,2021-01-01/01/21,79,Data Quality Analyst,80k-80k,"Mississauga, ON",3-5,[],"[{""level"": ""strong"", ""skill"": ""analytical""}, {""level"": ""know"", ""skill"": ""non-relationaldatabases""}, {""level"": ""strong"", ""skill"": ""interpersonal""}, {""level"": ""strong"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""sql""}]"
579,2021-01-01/01/21,79,Business Analytics Int Analyst,100k-100k,"Mississauga, ON",1-3,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""excellent"", ""skill"": ""interpersonal""}, {""level"": ""strong"", ""skill"": ""organization""}, {""level"": ""strong"", ""skill"": ""quantitativeresearch""}, {""level"": ""know"", ""skill"": ""sql""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}, {""level"": ""experience"", ""skill"": ""powerbi""}]"
580,2021-01-01/01/21,79,Business Analytics Int Analyst,100k-100k,"Mississauga, ON",1-3,[],"[{""level"": ""strong"", ""skill"": ""interpretation""}, {""level"": ""proficient"", ""skill"": ""python""}, {""level"": ""specialist"", ""skill"": ""excel""}]"
581,2021-01-01/01/21,79,Business Analytics Int Analyst,100k-100k,"Mississauga, ON",3-5,[],"[{""level"": ""know"", ""skill"": ""visualization""}, {""level"": ""effective"", ""skill"": ""timemanagement""}, {""level"": ""effective"", ""skill"": ""timemanagement""}]"
582,2021-01-01/01/21,79,Business Analytics Int Analyst,100k-100k,"Mississauga, ON",5-7,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""excellent"", ""skill"": ""teamwork""}]"
583,2021-01-01/01/21,80,Sr. Business Analyst,114k-124k,"Toronto, ON",graduate,[],"[{""level"": ""well"", ""skill"": ""communication""}, {""level"": ""well"", ""skill"": ""analytical""}, {""level"": ""well"", ""skill"": ""interpersonal""}, {""level"": ""well"", ""skill"": ""problemsolving""}]"
584,2021-01-01/01/21,80,Sr. Business Analyst,114k-124k,"Toronto, ON",5-10,[],"[{""level"": ""know"", ""skill"": ""excel""}, {""level"": ""know"", ""skill"": ""sql""}, {""level"": ""experience"", ""skill"": ""powerbi""}, {""level"": ""experience"", ""skill"": ""tableau""}, {""level"": ""experience"", ""skill"": ""saas""}]"
585,2021-01-01/01/21,80,Data Scientist,80k-80k,"Toronto, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""strong"", ""skill"": ""planning""}]"
586,2021-01-01/01/21,81,Client Analyst - Mining,60k-60k,"Toronto, ON",unlimited,[],"[{""level"": ""strong"", ""skill"": ""organization""}, {""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""understand"", ""skill"": ""reimbursementaccessenvironment""}, {""level"": ""experience"", ""skill"": ""excel""}, {""level"": ""experience"", ""skill"": ""tableau""}, {""level"": ""strong"", ""skill"": ""planning""}]"
587,2021-01-01/01/21,82,Data Science Intern,60k-60k,"Toronto, ON",unlimited,[],"[{""level"": ""strong"", ""skill"": ""interpersonal""}, {""level"": ""know"", ""skill"": ""mso365""}, {""level"": ""strong"", ""skill"": ""quantitativeresearch""}, {""level"": ""know"", ""skill"": ""sql""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}, {""level"": ""experience"", ""skill"": ""powerbi""}]"
588,2021-01-01/01/21,83,Data Scientist,60k-60k,"Toronto, ON",unlimited,[],"[{""level"": ""excellent"", ""skill"": ""communication""}, {""level"": ""excellent"", ""skill"": ""analytical""}, {""level"": ""excellent"", ""skill"": ""excel""}, {""level"": ""excellent"", ""skill"": ""vba""}, {""level"": ""excellent"", ""skill"": ""sql""}]"
589,2021-01-01/01/21,83,"Staff Consultant, Data Science",80k-80k,"Toronto, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""sql""}, {""level"": ""experience"", ""skill"": ""php""}, {""level"": ""proficiency"", ""skill"": ""excel""}, {""level"": ""know"", ""skill"": ""html""}, {""level"": ""know"", ""skill"": ""css""}, {""level"": ""know"", ""skill"": ""javascript""}, {""level"": ""excellent"", ""skill"": ""written""}, {""level"": ""excellent"", ""skill"": ""communications""}, {""level"": ""excellent"", ""skill"": ""interpersonal""}, {""level"": ""excellent"", ""skill"": ""organizational""}]"
590,2021-01-01/01/21,83,"Director, Data Science",80k-80k,"Toronto, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""know"", ""skill"": ""non-relationaldatabases""}, {""level"": ""strong"", ""skill"": ""interpersonal""}, {""level"": ""strong"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""sql""}]"
591,2021-01-01/01/21,84,Senior Business Data Analyst,60k-60k,"Mississauga, ON",1-3,[],"[{""level"": ""experience"", ""skill"": ""excel""}, {""level"": ""excellent"", ""skill"": ""teamwork""}]"
592,2021-01-01/01/21,84,Senior Business Data Analyst,60k-60k,"Mississauga, ON",1-3,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""excellent"", ""skill"": ""teamwork""}]"
593,2021-01-01/01/21,84,Senior Business Data Analyst,60k-60k,"Mississauga, ON",0-1,[],"[{""level"": ""experience"", ""skill"": ""datamodelling""}, {""level"": ""experience"", ""skill"": ""sql""}, {""level"": ""excellent"", ""skill"": ""written""}, {""level"": ""excellent"", ""skill"": ""communication""}]"
594,2021-01-01/01/21,84,Senior Business Data Analyst,60k-60k,"Mississauga, ON",unlimited,[],"[{""level"": ""know"", ""skill"": ""visualization""}, {""level"": ""know"", ""skill"": ""non-relationaldatabases""}, {""level"": ""strong"", ""skill"": ""interpersonal""}, {""level"": ""strong"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""sql""}]"
595,2021-01-01/01/21,84,"Staff Technical Program Manager, Big Data",60k-60k,"Mississauga, ON",unlimited,[],"[{""level"": ""strong"", ""skill"": ""problem-solving""}, {""level"": ""excellent"", ""skill"": ""teamwork""}, {""level"": ""know"", ""skill"": ""non-relationaldatabases""}, {""level"": ""strong"", ""skill"": ""interpersonal""}, {""level"": ""strong"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""sql""}]"
596,2021-01-01/01/21,84,"Staff Technical Program Manager, Big Data",60k-60k,"Mississauga, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""strong"", ""skill"": ""planning""}, {""level"": ""strong"", ""skill"": ""quantitativeresearch""}, {""level"": ""know"", ""skill"": ""sql""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}, {""level"": ""experience"", ""skill"": ""powerbi""}]"
597,2021-01-01/01/21,84,Sr. Business Data Analyst,80k-80k,"Mississauga, ON",unlimited,[],"[{""level"": ""know"", ""skill"": ""excel""}, {""level"": ""know"", ""skill"": ""sql""}, {""level"": ""experience"", ""skill"": ""powerbi""}, {""level"": ""experience"", ""skill"": ""tableau""}, {""level"": ""experience"", ""skill"": ""saas""}]"
598,2021-01-01/01/21,84,Sr. Business Data Analyst,80k-80k,"Mississauga, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""strong"", ""skill"": ""planning""}, {""level"": ""strong"", ""skill"": ""quantitativeresearch""}, {""level"": ""know"", ""skill"": ""sql""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}, {""level"": ""experience"", ""skill"": ""powerbi""}]"
599,2021-01-01/01/21,84,Sr. Business Data Analyst,80k-80k,"Mississauga, ON",1-3,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""proficient"", ""skill"": ""python""}, {""level"": ""specialist"", ""skill"": ""excel""}]"
600,2021-01-01/01/21,84,"Staff Technical Program Manager, Big Data",90k-90k,"Mississauga, ON",0-1,[],"[{""level"": ""proficient"", ""skill"": ""scala""}, {""level"": ""proficient"", ""skill"": ""azure""}, {""level"": ""proficient"", ""skill"": ""python""}, {""level"": ""proficient"", ""skill"": ""pyspark""}, {""level"": ""proficient"", ""skill"": ""aws""}]"
601,2021-01-01/01/21,85,"ON - 2022 Customer Operations Graduate Leadership Program, BI Data Science &amp; Developer Program",60k-60k,"Toronto, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""webtechnologies""}, {""level"": ""proficient"", ""skill"": ""excel""}, {""level"": ""proficient"", ""skill"": ""powerpoint""}, {""level"": ""excellent"", ""skill"": ""communication""}, {""level"": ""excellent"", ""skill"": ""written""}, {""level"": ""strong"", ""skill"": ""analytical""}]"
602,2021-01-01/01/21,85,"Data Analyst, Business Intelligence",60k-60k,"Don Mills, ON",1-3,[],"[{""level"": ""excellent"", ""skill"": ""interpersonal""}, {""level"": ""excellent"", ""skill"": ""teamwork""}, {""level"": ""specialist"", ""skill"": ""excel""}]"
603,2021-01-01/01/21,85,"Data Analyst, Business Intelligence",60k-60k,"Don Mills, ON",1-3,[],"[{""level"": ""proficient"", ""skill"": ""sql""}, {""level"": ""proficient"", ""skill"": ""excel""}, {""level"": ""strong"", ""skill"": ""analytical""}]"
604,2021-01-01/01/21,85,ON - 2022 Field Services Business Intelligence Graduate Leadership Program,60k-60k,"Toronto, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""excel""}, {""level"": ""strong"", ""skill"": ""leadership""}]"
605,2021-01-01/01/21,85,"Developer, Data Science",60k-70k,"Toronto, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""sql""}, {""level"": ""experience"", ""skill"": ""python""}, {""level"": ""experience"", ""skill"": ""r""}, {""level"": ""experience"", ""skill"": ""powerbi""}, {""level"": ""experience"", ""skill"": ""tableau""}, {""level"": ""excellent"", ""skill"": ""communication""}]"
606,2021-01-01/01/21,85,"Developer, Data Science",125k-135k,"Mississauga, ON",5-7,[],"[{""level"": ""proficiency"", ""skill"": ""sql""}, {""level"": ""excellent"", ""skill"": ""analytical""}, {""level"": ""strong"", ""skill"": ""written""}, {""level"": ""strong"", ""skill"": ""communication""}, {""level"": ""know"", ""skill"": ""tableau""}]"
607,2021-01-01/01/21,85,"Senior Developer, Data Science",60k-75k,"Mississauga, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""powerbi""}, {""level"": ""know"", ""skill"": ""excel""}, {""level"": ""know"", ""skill"": ""vba""}, {""level"": ""proficient"", ""skill"": ""sql""}, {""level"": ""proficient"", ""skill"": ""database""}, {""level"": ""proficient"", ""skill"": ""r""}, {""level"": ""proficient"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""written""}, {""level"": ""strong"", ""skill"": ""communication""}, {""level"": ""excellent"", ""skill"": ""analytical""}]"
608,2021-01-01/01/21,85,"Senior Developer, Data Science",60k-75k,"Mississauga, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""excellent"", ""skill"": ""teamwork""}, {""level"": ""specialist"", ""skill"": ""excel""}]"
609,2021-01-01/01/21,85,"Data Analyst, Business Intelligence",80k-80k,"Toronto, ON",3-5,[],"[{""level"": ""experience"", ""skill"": ""oracle""}, {""level"": ""experience"", ""skill"": ""cloud""}, {""level"": ""experience"", ""skill"": ""aws""}, {""level"": ""experience"", ""skill"": ""agile""}, {""level"": ""experience"", ""skill"": ""angular""}, {""level"": ""experience"", ""skill"": ""react""}]"
610,2021-01-01/01/21,85,"Business Analyst, Systems, WCAG",80k-80k,"Toronto, ON",5-7,[],"[{""level"": ""know"", ""skill"": ""visualization""}, {""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""strong"", ""skill"": ""powerbi""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}, {""level"": ""understand"", ""skill"": ""research""}, {""level"": ""experience"", ""skill"": ""customerplatforms""}]"
611,2021-01-01/01/21,85,Business Intelligence &amp; A.I. Analyst,90k-90k,"Toronto, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""proficient"", ""skill"": ""python""}, {""level"": ""know"", ""skill"": ""non-relationaldatabases""}, {""level"": ""strong"", ""skill"": ""interpersonal""}, {""level"": ""strong"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""sql""}]"
612,2021-01-01/01/21,86,Benefits &amp; Pension Analyst,60k-60k,"Toronto, ON",1-3,[],"[{""level"": ""experience"", ""skill"": ""database""}, {""level"": ""effective"", ""skill"": ""timemanagement""}, {""level"": ""effective"", ""skill"": ""timemanagement""}, {""level"": ""strong"", ""skill"": ""powerbi""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}, {""level"": ""understand"", ""skill"": ""research""}, {""level"": ""experience"", ""skill"": ""customerplatforms""}]"
613,2021-01-01/01/21,86,Benefits &amp; Pension Analyst,60k-60k,"Toronto, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""analysis""}, {""level"": ""experience"", ""skill"": ""datascience""}, {""level"": ""experience"", ""skill"": ""scrum""}, {""level"": ""understand"", ""skill"": ""sql""}, {""level"": ""understand"", ""skill"": ""sas""}, {""level"": ""understand"", ""skill"": ""r""}, {""level"": ""understand"", ""skill"": ""python""}]"
614,2021-01-01/01/21,86,Benefits &amp; Pension Analyst,60k-60k,"Toronto, ON",0-1,[],"[{""level"": ""strong"", ""skill"": ""analytical""}, {""level"": ""experience"", ""skill"": ""dataanalytics""}]"
615,2021-01-01/01/21,86,"Senior Analyst, Planning",60k-60k,"Toronto, ON",1-3,[],"[{""level"": ""strong"", ""skill"": ""analytical""}, {""level"": ""experience"", ""skill"": ""criticalthinking""}, {""level"": ""experience"", ""skill"": ""problem-solving""}, {""level"": ""experience"", ""skill"": ""outlook""}, {""level"": ""experience"", ""skill"": ""datacollection""}, {""level"": ""experience"", ""skill"": ""timemanagement""}]"
616,2021-01-01/01/21,86,"Senior Analyst, Planning",60k-60k,"Toronto, ON",0-1,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""strong"", ""skill"": ""interpretation""}, {""level"": ""specialist"", ""skill"": ""excel""}]"
617,2021-01-01/01/21,86,Data Governance Analyst,60k-70k,"Brampton, ON",0-1,[],"[{""level"": ""strong"", ""skill"": ""planning""}, {""level"": ""excellent"", ""skill"": ""teamwork""}, {""level"": ""specialist"", ""skill"": ""excel""}]"
618,2021-01-01/01/21,86,Data Governance Analyst,60k-70k,"Brampton, ON",1-3,[],"[{""level"": ""experience"", ""skill"": ""sql""}, {""level"": ""strong"", ""skill"": ""planning""}, {""level"": ""specialist"", ""skill"": ""excel""}]"
619,2021-01-01/01/21,86,Performance Analytics Manager,60k-70k,"Toronto, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""r""}, {""level"": ""proficient"", ""skill"": ""python""}, {""level"": ""experience"", ""skill"": ""dataanalytics""}]"
620,2021-01-01/01/21,86,Data Science and Analytics - New Grad Leadership Development Program,60k-75k,"Brampton, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""strong"", ""skill"": ""planning""}]"
621,2021-01-01/01/21,86,Data Science and Analytics - New Grad Leadership Development Program,60k-75k,"Brampton, ON",unlimited,[],"[{""level"": ""proficient"", ""skill"": ""python""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}]"
622,2021-01-01/01/21,86,Sr Analyst Data Integration,60k-75k,"Toronto, ON",1-3,[],"[{""level"": ""know"", ""skill"": ""visualization""}, {""level"": ""know"", ""skill"": ""non-relationaldatabases""}, {""level"": ""strong"", ""skill"": ""interpersonal""}, {""level"": ""strong"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""sql""}]"
623,2021-01-01/01/21,86,Sr Analyst Data Integration,60k-75k,"Toronto, ON",0-1,[],"[{""level"": ""know"", ""skill"": ""visualization""}, {""level"": ""know"", ""skill"": ""non-relationaldatabases""}, {""level"": ""strong"", ""skill"": ""interpersonal""}, {""level"": ""strong"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""sql""}]"
624,2021-01-01/01/21,86,Sr Analyst Data Integration,60k-75k,"Toronto, ON",1-3,[],"[{""level"": ""proficient"", ""skill"": ""sql""}, {""level"": ""skill"", ""skill"": ""python""}, {""level"": ""know"", ""skill"": ""datagathering""}, {""level"": ""know"", ""skill"": ""visualization""}, {""level"": ""know"", ""skill"": ""tableau""}, {""level"": ""understand"", ""skill"": ""cloudenvironments""}, {""level"": ""understand"", ""skill"": ""aws""}]"
625,2021-01-01/01/21,86,"Sr. Manager, Data &amp; Analytics Architecture",60k-75k,"Toronto, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""r""}, {""level"": ""know"", ""skill"": ""non-relationaldatabases""}, {""level"": ""strong"", ""skill"": ""interpersonal""}, {""level"": ""strong"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""sql""}]"
626,2021-01-01/01/21,86,Sr Analyst Brand Prod Insights,80k-80k,"Toronto, ON",1-3,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""proficient"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""quantitativeresearch""}, {""level"": ""know"", ""skill"": ""sql""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}, {""level"": ""experience"", ""skill"": ""powerbi""}]"
627,2021-01-01/01/21,86,Sr Analyst Brand Prod Insights,80k-80k,"Toronto, ON",1-3,[],"[{""level"": ""familiar"", ""skill"": ""datamining""}, {""level"": ""strong"", ""skill"": ""planning""}, {""level"": ""specialist"", ""skill"": ""excel""}]"
628,2021-01-01/01/21,86,Ma\u00EEtres de la science et de l&#039;analyse des donn\u00E9es - Programme de d\u00E9veloppement du leadership pour no,80k-80k,"Brampton, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""strong"", ""skill"": ""problem-solving""}, {""level"": ""specialist"", ""skill"": ""excel""}]"
629,2021-01-01/01/21,86,Data Science &amp; Analytics Masters - New Grad Leadership Development Program,80k-80k,"Brampton, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""know"", ""skill"": ""non-relationaldatabases""}, {""level"": ""strong"", ""skill"": ""interpersonal""}, {""level"": ""strong"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""sql""}]"
630,2021-01-01/01/21,86,Data Science &amp; Analytics Masters - New Grad Leadership Development Program,80k-80k,"Brampton, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""criticalthinking""}, {""level"": ""excellent"", ""skill"": ""teamwork""}]"
631,2021-01-01/01/21,86,Senior Data Scientist,80k-80k,"Brampton, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""proficient"", ""skill"": ""python""}]"
632,2021-01-01/01/21,86,Senior Data Scientist,80k-80k,"Brampton, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""analytics""}, {""level"": ""experience"", ""skill"": ""mso365""}]"
633,2021-01-01/01/21,86,Serviceability Analyst,100k-100k,"Toronto, ON",3-5,[],"[{""level"": ""strong"", ""skill"": ""organization""}, {""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""understand"", ""skill"": ""reimbursementaccessenvironment""}, {""level"": ""experience"", ""skill"": ""excel""}, {""level"": ""experience"", ""skill"": ""tableau""}, {""level"": ""strong"", ""skill"": ""planning""}]"
634,2021-01-01/01/21,87,business systems analyst,83k-83k,"Mississauga, ON",5-10,[],"[{""level"": ""strong"", ""skill"": ""organization""}, {""level"": ""understand"", ""skill"": ""production""}]"
635,2021-01-01/01/21,87,business systems analyst,83k-83k,"Mississauga, ON",3-5,[],"[{""level"": ""excellent"", ""skill"": ""teamwork""}, {""level"": ""strong"", ""skill"": ""leadership""}, {""level"": ""strong"", ""skill"": ""quantitativeresearch""}, {""level"": ""know"", ""skill"": ""sql""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}, {""level"": ""experience"", ""skill"": ""powerbi""}]"
636,2021-01-01/01/21,88,"D\u00E9veloppeur(euse) de logiciel, Science des donn\u00E9es",60k-60k,"Toronto, ON",unlimited,[],"[{""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""excellent"", ""skill"": ""interpersonal""}, {""level"": ""understand"", ""skill"": ""reimbursementaccessenvironment""}, {""level"": ""experience"", ""skill"": ""excel""}, {""level"": ""experience"", ""skill"": ""tableau""}, {""level"": ""strong"", ""skill"": ""planning""}]"
637,2021-01-01/01/21,88,Business Analyst II - Resource Strategy,60k-70k,"Toronto, ON",unlimited,[],"[{""level"": ""strong"", ""skill"": ""planning""}, {""level"": ""excellent"", ""skill"": ""teamwork""}, {""level"": ""experience"", ""skill"": ""dataanalytics""}]"
638,2021-01-01/01/21,88,Business Analyst II - Resource Strategy,60k-70k,"Toronto, ON",3-5,[],"[{""level"": ""skill"", ""skill"": ""visualization""}, {""level"": ""skill"", ""skill"": ""datamanagement""}, {""level"": ""skill"", ""skill"": ""dataanalysis""}]"
639,2021-01-01/01/21,88,Senior Performance Analyst - Data Engineering Specialist,60k-70k,"Toronto, ON",1-3,[],"[{""level"": ""know"", ""skill"": ""visualization""}, {""level"": ""excellent"", ""skill"": ""teamwork""}, {""level"": ""specialist"", ""skill"": ""excel""}]"
640,2021-01-01/01/21,88,"Senior Business Analyst, Data Enablement- TELUS Health",52k-68k,"Toronto, ON",unlimited,"[{""temptation"":""pension""},{""temptation"":""dentalcare""},{""temptation"":""healthcare""},{""temptation"":""visioncare""},{""temptation"":""wellness""},{""temptation"":""workfromhome""}]","[{""level"": ""skill"", ""skill"": ""excel""}, {""level"": ""skill"", ""skill"": ""powerpoint""}, {""level"": ""skill"", ""skill"": ""written""}, {""level"": ""skill"", ""skill"": ""presentation""}]"
641,2021-01-01/01/21,88,"Senior Business Analyst, Data Enablement- TELUS Health",60k-75k,"Toronto, ON",0-1,[],"[{""level"": ""goodat"", ""skill"": ""organization""}, {""level"": ""goodat"", ""skill"": ""analytical""}, {""level"": ""goodat"", ""skill"": ""problemsolving""}, {""level"": ""know"", ""skill"": ""bankingproducts""}]"
642,2021-01-01/01/21,88,Business Analyst II - Resource Strategy Performance Analysis and Excellence Team,80k-80k,"Scarborough, ON",5-7,[],"[{""level"": ""familiar"", ""skill"": ""datamining""}, {""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""know"", ""skill"": ""non-relationaldatabases""}, {""level"": ""strong"", ""skill"": ""interpersonal""}, {""level"": ""strong"", ""skill"": ""python""}, {""level"": ""strong"", ""skill"": ""sql""}]"
643,2021-01-01/01/21,88,Business Analyst II - Resource Strategy Performance Analysis and Excellence Team,80k-80k,"Scarborough, ON",unlimited,[],"[{""level"": ""know"", ""skill"": ""visualization""}, {""level"": ""experience"", ""skill"": ""dataanalytics""}, {""level"": ""strong"", ""skill"": ""quantitativeresearch""}, {""level"": ""know"", ""skill"": ""sql""}, {""level"": ""proficient"", ""skill"": ""databasestructure""}, {""level"": ""experience"", ""skill"": ""powerbi""}]"
